service_id,userid,status,call_category,request_timestamp,pick_timestamp,end_timestamp
50,28,END,example_customer_3,2024-04-18T21:30:08,2024-04-18T21:30:13,2024-04-18T21:51:42
51,28,END,example_customer_2,2024-04-18T21:30:08,2024-04-18T21:30:13,2024-04-18T21:51:42
52,28,END,example_customer_2,2024-04-18T21:30:08,2024-04-18T21:30:13,2024-04-18T21:51:42
53,29,END,example_customer_1,2024-04-18T21:29:26,2024-04-18T21:29:32,2024-04-18T21:33:10
54,30,END,example_customer_3,2024-04-18T21:28:27,2024-04-18T21:28:31,2024-04-18T21:29:16
55,31,END,example_customer_2,2024-04-18T21:26:16,2024-04-18T21:26:22,2024-04-18T21:30:55
56,32,END,example_customer_3,2024-04-18T21:25:42,2024-04-18T21:25:47,2024-04-18T21:26:15
57,31,END,example_customer_4,2024-04-18T21:19:58,2024-04-18T21:20:13,2024-04-18T21:25:58
58,33,END,example_customer_2,2024-04-18T21:19:13,2024-04-18T21:19:20,2024-04-18T21:23:35
59,32,END,example_customer_2,2024-04-18T21:17:57,2024-04-18T21:18:00,2024-04-18T21:21:10
60,34,END,example_customer_2,2024-04-18T21:17:04,2024-04-18T21:17:07,2024-04-18T21:21:37
61,35,END,example_customer_2,2024-04-18T21:16:21,2024-04-18T21:16:25,2024-04-18T21:17:12
62,36,END,example_customer_5,2024-04-18T21:15:19,2024-04-18T21:15:21,2024-04-18T21:35:19
63,37,END,example_customer_3,2024-04-18T21:01:27,2024-04-18T21:01:36,2024-04-18T21:12:17
64,37,END,example_customer_2,2024-04-18T21:01:27,2024-04-18T21:01:36,2024-04-18T21:12:17
65,37,END,example_customer_2,2024-04-18T21:01:27,2024-04-18T21:01:36,2024-04-18T21:12:17
66,37,END,example_customer_3,2024-04-18T21:01:27,2024-04-18T21:01:36,2024-04-18T21:12:17
67,38,END,example_customer_5,2024-04-18T21:01:17,2024-04-18T21:01:34,2024-04-18T21:02:33
68,39,END,example_customer_4,2024-04-18T20:59:33,2024-04-18T20:59:41,2024-04-18T21:23:00
69,34,END,example_customer_2,2024-04-18T20:59:33,2024-04-18T20:59:43,2024-04-18T20:59:52
70,40,END,example_customer_2,2024-04-18T20:56:43,2024-04-18T20:56:46,2024-04-18T20:58:45
71,34,END,example_customer_2,2024-04-18T20:56:21,2024-04-18T20:56:38,2024-04-18T20:57:00
72,34,END,example_customer_2,2024-04-18T20:54:19,2024-04-18T20:54:23,2024-04-18T20:54:36
73,41,END,example_customer_3,2024-04-18T20:53:54,2024-04-18T20:53:57,2024-04-18T21:00:50
74,1,END,example_customer_1,2024-04-18T20:53:41,2024-04-18T20:53:45,2024-04-19T00:00:53
75,23,END,example_customer_3,2024-04-18T20:50:59,2024-04-18T20:51:01,2024-04-18T21:09:30
76,42,END,example_customer_5,2024-04-18T20:50:19,2024-04-18T20:50:24,2024-04-18T20:52:29
77,43,END,example_customer_3,2024-04-18T20:49:19,2024-04-18T20:49:27,2024-04-18T20:49:57
78,34,END,example_customer_2,2024-04-18T20:49:10,2024-04-18T20:49:17,2024-04-18T20:49:38
79,44,END,example_customer_1,2024-04-18T20:47:13,2024-04-18T20:47:22,2024-04-18T22:10:48
80,45,END,example_customer_3,2024-04-18T20:46:29,2024-04-18T20:46:37,2024-04-18T20:47:35
81,46,END,example_customer_2,2024-04-18T20:41:15,2024-04-18T20:41:25,2024-04-18T20:43:47
82,47,END,example_customer_3,2024-04-18T20:39:45,2024-04-18T20:39:54,2024-04-18T20:58:25
83,48,END,example_customer_2,2024-04-18T20:38:57,2024-04-18T20:39:04,2024-04-18T20:41:21
84,49,END,example_customer_3,2024-04-18T20:38:51,2024-04-18T20:38:56,2024-04-18T20:50:06
85,49,END,example_customer_2,2024-04-18T20:38:51,2024-04-18T20:38:56,2024-04-18T20:50:06
86,49,END,example_customer_3,2024-04-18T20:38:51,2024-04-18T20:38:56,2024-04-18T20:50:06
87,49,END,example_customer_2,2024-04-18T20:38:51,2024-04-18T20:38:56,2024-04-18T20:50:06
88,50,END,example_customer_2,2024-04-18T20:35:25,2024-04-18T20:35:35,2024-04-18T20:37:38
89,51,END,example_customer_4,2024-04-18T20:32:44,2024-04-18T20:32:59,2024-04-18T20:51:54
90,49,END,example_customer_2,2024-04-18T20:30:58,2024-04-18T20:31:19,2024-04-18T20:31:42
91,52,END,example_customer_3,2024-04-18T20:30:19,2024-04-18T20:30:33,2024-04-18T20:33:40
92,53,END,example_customer_2,2024-04-18T20:29:45,2024-04-18T20:29:52,2024-04-18T20:37:09
93,53,END,example_customer_3,2024-04-18T20:29:45,2024-04-18T20:29:52,2024-04-18T20:37:09
94,53,END,example_customer_3,2024-04-18T20:29:45,2024-04-18T20:29:52,2024-04-18T20:37:09
95,53,END,example_customer_2,2024-04-18T20:29:45,2024-04-18T20:29:52,2024-04-18T20:37:09
96,54,END,example_customer_3,2024-04-18T20:29:43,2024-04-18T20:29:50,2024-04-18T20:38:43
97,54,END,example_customer_3,2024-04-18T20:29:43,2024-04-18T20:29:50,2024-04-18T20:38:43
98,54,END,example_customer_2,2024-04-18T20:29:43,2024-04-18T20:29:50,2024-04-18T20:38:43
99,54,END,example_customer_2,2024-04-18T20:29:43,2024-04-18T20:29:50,2024-04-18T20:38:43
100,55,END,example_customer_2,2024-04-18T20:29:29,2024-04-18T20:29:34,2024-04-18T20:31:14
101,3,END,example_customer_1,2024-04-18T20:29:19,2024-04-18T20:29:23,2024-04-18T23:58:50
102,56,END,example_customer_3,2024-04-18T20:27:24,2024-04-18T20:27:28,2024-04-18T20:41:10
103,56,END,example_customer_3,2024-04-18T20:27:24,2024-04-18T20:27:28,2024-04-18T20:41:10
104,56,END,example_customer_2,2024-04-18T20:27:24,2024-04-18T20:27:28,2024-04-18T20:41:10
105,56,END,example_customer_2,2024-04-18T20:27:24,2024-04-18T20:27:28,2024-04-18T20:41:10
106,57,END,example_customer_2,2024-04-18T20:23:36,2024-04-18T20:23:39,2024-04-18T20:28:21
107,51,END,example_customer_4,2024-04-18T20:23:16,2024-04-18T20:23:24,2024-04-18T20:31:57
108,57,END,example_customer_2,2024-04-18T20:22:22,2024-04-18T20:22:28,2024-04-18T20:22:59
109,58,END,example_customer_2,2024-04-18T20:22:05,2024-04-18T20:22:15,2024-04-18T20:24:50
110,59,END,example_customer_2,2024-04-18T20:20:55,2024-04-18T20:21:00,2024-04-18T20:23:06
111,60,END,example_customer_3,2024-04-18T20:16:51,2024-04-18T20:16:53,2024-04-18T20:17:38
112,61,END,example_customer_2,2024-04-18T20:15:58,2024-04-18T20:16:03,2024-04-18T20:27:57
113,61,END,example_customer_3,2024-04-18T20:15:58,2024-04-18T20:16:03,2024-04-18T20:27:57
114,61,END,example_customer_3,2024-04-18T20:15:58,2024-04-18T20:16:03,2024-04-18T20:27:57
115,61,END,example_customer_2,2024-04-18T20:15:58,2024-04-18T20:16:03,2024-04-18T20:27:57
116,62,END,example_customer_2,2024-04-18T20:15:25,2024-04-18T20:15:33,2024-04-18T20:24:25
117,62,END,example_customer_3,2024-04-18T20:15:25,2024-04-18T20:15:33,2024-04-18T20:24:25
118,62,END,example_customer_3,2024-04-18T20:15:25,2024-04-18T20:15:33,2024-04-18T20:24:25
119,62,END,example_customer_2,2024-04-18T20:15:25,2024-04-18T20:15:33,2024-04-18T20:24:25
120,63,END,example_customer_3,2024-04-18T20:13:07,2024-04-18T20:13:12,2024-04-18T20:14:35
121,64,END,example_customer_2,2024-04-18T20:12:05,2024-04-18T20:12:11,2024-04-18T20:12:53
122,65,END,example_customer_5,2024-04-18T20:09:25,2024-04-18T20:09:29,2024-04-18T20:11:02
123,66,END,example_customer_3,2024-04-18T20:08:11,2024-04-18T20:08:15,2024-04-18T20:15:13
124,66,END,example_customer_3,2024-04-18T20:08:11,2024-04-18T20:08:15,2024-04-18T20:15:13
125,66,END,example_customer_2,2024-04-18T20:08:11,2024-04-18T20:08:15,2024-04-18T20:15:13
126,66,END,example_customer_2,2024-04-18T20:08:11,2024-04-18T20:08:15,2024-04-18T20:15:13
127,67,END,example_customer_1,2024-04-18T20:06:57,2024-04-18T20:07:04,2024-04-18T20:47:05
128,68,END,example_customer_1,2024-04-18T20:03:14,2024-04-18T20:03:20,2024-04-18T20:06:11
129,67,END,example_customer_1,2024-04-18T20:03:07,2024-04-18T20:03:10,2024-04-18T20:06:11
130,69,END,example_customer_2,2024-04-18T20:02:16,2024-04-18T20:02:20,2024-04-18T20:03:11
131,70,END,example_customer_5,2024-04-18T20:02:08,2024-04-18T20:02:25,2024-04-18T20:16:54
132,70,END,example_customer_5,2024-04-18T20:01:16,2024-04-18T20:01:27,2024-04-18T20:01:50
133,71,END,example_customer_2,2024-04-18T19:59:59,2024-04-18T20:00:46,2024-04-18T20:04:15
134,72,END,example_customer_3,2024-04-18T19:59:21,2024-04-18T20:00:44,2024-04-18T20:04:11
135,71,CANCEL,,2024-04-18T19:59:07,1900-01-00T00:00:00,2024-04-18T19:59:47
136,73,END,example_customer_2,2024-04-18T19:57:22,2024-04-18T19:58:37,2024-04-18T20:00:43
137,74,END,example_customer_3,2024-04-18T19:55:25,2024-04-18T19:55:30,2024-04-18T20:08:40
139,75,END,example_customer_3,2024-04-18T19:45:37,2024-04-18T19:47:54,2024-04-18T19:52:22
140,69,CANCEL,,2024-04-18T19:43:46,1900-01-00T00:00:00,2024-04-18T19:44:43
141,75,CANCEL,,2024-04-18T19:43:45,1900-01-00T00:00:00,2024-04-18T19:45:33
142,76,END,example_customer_3,2024-04-18T19:43:43,2024-04-18T19:45:05,2024-04-18T20:48:40
143,76,END,example_customer_3,2024-04-18T19:43:43,2024-04-18T19:45:05,2024-04-18T20:48:40
144,76,END,example_customer_2,2024-04-18T19:43:43,2024-04-18T19:45:05,2024-04-18T20:48:40
145,76,END,example_customer_2,2024-04-18T19:43:43,2024-04-18T19:45:05,2024-04-18T20:48:40
146,77,CANCEL,,2024-04-18T19:38:13,1900-01-00T00:00:00,2024-04-18T19:39:00
147,78,END,example_customer_2,2024-04-18T19:38:12,2024-04-18T19:42:34,2024-04-18T19:44:48
172,47,CANCEL,,2024-04-18T19:31:26,1900-01-00T00:00:00,2024-04-18T19:41:20
174,64,CANCEL,,2024-04-18T19:30:33,1900-01-00T00:00:00,2024-04-18T19:32:45
182,81,END,example_customer_3,2024-04-18T19:29:45,2024-04-18T19:37:22,2024-04-18T19:46:57
183,81,END,example_customer_3,2024-04-18T19:29:45,2024-04-18T19:37:22,2024-04-18T19:46:57
184,81,END,example_customer_2,2024-04-18T19:29:45,2024-04-18T19:37:22,2024-04-18T19:46:57
185,81,END,example_customer_2,2024-04-18T19:29:45,2024-04-18T19:37:22,2024-04-18T19:46:57
201,82,END,example_customer_2,2024-04-18T19:27:31,2024-04-18T19:36:20,2024-04-18T19:42:00
202,82,END,example_customer_3,2024-04-18T19:27:31,2024-04-18T19:36:20,2024-04-18T19:42:00
203,82,END,example_customer_3,2024-04-18T19:27:31,2024-04-18T19:36:20,2024-04-18T19:42:00
204,82,END,example_customer_2,2024-04-18T19:27:31,2024-04-18T19:36:20,2024-04-18T19:42:00
211,83,CANCEL,,2024-04-18T19:27:02,1900-01-00T00:00:00,2024-04-18T19:30:43
219,84,END,example_customer_1,2024-04-18T19:26:22,2024-04-18T19:26:44,2024-04-18T19:27:18
225,85,END,example_customer_3,2024-04-18T19:24:17,2024-04-18T19:35:13,2024-04-18T19:58:44
226,85,END,example_customer_3,2024-04-18T19:24:17,2024-04-18T19:35:13,2024-04-18T19:58:44
227,85,END,example_customer_2,2024-04-18T19:24:17,2024-04-18T19:35:13,2024-04-18T19:58:44
228,85,END,example_customer_2,2024-04-18T19:24:17,2024-04-18T19:35:13,2024-04-18T19:58:44
229,86,CANCEL,,2024-04-18T19:22:38,1900-01-00T00:00:00,2024-04-18T19:25:33
230,87,CANCEL,,2024-04-18T19:21:21,1900-01-00T00:00:00,2024-04-18T19:22:19
231,88,CANCEL,,2024-04-18T19:20:23,1900-01-00T00:00:00,2024-04-18T19:27:54
232,89,END,example_customer_4,2024-04-18T19:19:57,2024-04-18T19:22:23,2024-04-18T19:26:25
233,90,CANCEL,,2024-04-18T19:19:51,1900-01-00T00:00:00,2024-04-18T19:21:34
234,52,END,example_customer_3,2024-04-18T19:18:39,2024-04-18T19:28:29,2024-04-18T20:05:08
235,91,END,example_customer_3,2024-04-18T19:17:23,2024-04-18T19:17:53,2024-04-18T19:35:51
236,91,END,example_customer_2,2024-04-18T19:17:23,2024-04-18T19:17:53,2024-04-18T19:35:51
237,91,END,example_customer_2,2024-04-18T19:17:23,2024-04-18T19:17:53,2024-04-18T19:35:51
238,91,END,example_customer_3,2024-04-18T19:17:23,2024-04-18T19:17:53,2024-04-18T19:35:51
239,91,CANCEL,,2024-04-18T19:13:43,1900-01-00T00:00:00,2024-04-18T19:16:15
240,92,END,example_customer_2,2024-04-18T19:12:08,2024-04-18T19:14:53,2024-04-18T19:17:39
242,93,CANCEL,,2024-04-18T19:10:59,1900-01-00T00:00:00,2024-04-18T19:14:22
244,94,END,example_customer_5,2024-04-18T19:10:36,2024-04-18T19:10:58,2024-04-18T19:21:16
266,95,CANCEL,,2024-04-18T19:08:27,1900-01-00T00:00:00,2024-04-18T19:09:11
279,96,CANCEL,,2024-04-18T19:07:08,1900-01-00T00:00:00,2024-04-18T19:15:37
299,97,CANCEL,,2024-04-18T19:05:20,1900-01-00T00:00:00,2024-04-18T19:06:04
301,93,CANCEL,,2024-04-18T19:05:09,1900-01-00T00:00:00,2024-04-18T19:06:48
308,98,END,example_customer_3,2024-04-18T19:04:44,2024-04-18T19:06:08,2024-04-18T19:14:37
309,98,END,example_customer_2,2024-04-18T19:04:44,2024-04-18T19:06:08,2024-04-18T19:14:37
310,98,END,example_customer_3,2024-04-18T19:04:44,2024-04-18T19:06:08,2024-04-18T19:14:37
311,98,END,example_customer_2,2024-04-18T19:04:44,2024-04-18T19:06:08,2024-04-18T19:14:37
324,97,CANCEL,,2024-04-18T19:03:29,1900-01-00T00:00:00,2024-04-18T19:05:11
358,93,CANCEL,,2024-04-18T19:00:47,1900-01-00T00:00:00,2024-04-18T19:02:49
365,7,END,example_customer_1,2024-04-18T18:59:34,2024-04-18T18:59:36,2024-04-18T20:11:59
366,99,END,example_customer_3,2024-04-18T18:58:04,2024-04-18T18:58:54,2024-04-18T19:00:39
367,100,END,example_customer_3,2024-04-18T18:57:03,2024-04-18T18:57:09,2024-04-18T19:23:57
368,100,END,example_customer_3,2024-04-18T18:57:03,2024-04-18T18:57:09,2024-04-18T19:23:57
369,100,END,example_customer_4,2024-04-18T18:57:03,2024-04-18T18:57:09,2024-04-18T19:23:57
370,100,END,example_customer_4,2024-04-18T18:57:03,2024-04-18T18:57:09,2024-04-18T19:23:57
372,102,END,example_customer_4,2024-04-18T18:55:55,2024-04-18T18:56:18,2024-04-18T18:57:14
374,100,END,example_customer_3,2024-04-18T18:53:24,2024-04-18T18:55:06,2024-04-18T18:56:47
375,103,END,example_customer_3,2024-04-18T18:53:14,2024-04-18T18:54:22,2024-04-18T19:03:29
376,103,END,example_customer_3,2024-04-18T18:53:14,2024-04-18T18:54:22,2024-04-18T19:03:29
377,103,END,example_customer_2,2024-04-18T18:53:14,2024-04-18T18:54:22,2024-04-18T19:03:29
378,103,END,example_customer_2,2024-04-18T18:53:14,2024-04-18T18:54:22,2024-04-18T19:03:29
379,72,END,example_customer_3,2024-04-18T18:52:44,2024-04-18T18:53:43,2024-04-18T18:54:43
380,99,END,example_customer_3,2024-04-18T18:48:51,2024-04-18T18:52:02,2024-04-18T18:54:13
381,68,END,example_customer_1,2024-04-18T18:48:37,2024-04-18T18:48:57,2024-04-18T18:50:55
382,104,CANCEL,,2024-04-18T18:47:58,1900-01-00T00:00:00,2024-04-18T18:49:05
383,105,END,example_customer_5,2024-04-18T18:47:46,2024-04-18T18:50:54,2024-04-18T18:54:32
384,18,END,example_customer_1,2024-04-18T18:47:42,2024-04-18T18:48:01,2024-04-18T18:52:24
385,106,CANCEL,,2024-04-18T18:47:36,1900-01-00T00:00:00,2024-04-18T18:48:39
386,106,END,example_customer_5,2024-04-18T18:46:35,2024-04-18T18:47:00,2024-04-18T18:47:30
387,107,END,example_customer_3,2024-04-18T18:46:02,2024-04-18T18:46:03,2024-04-18T19:36:16
388,107,END,example_customer_3,2024-04-18T18:46:02,2024-04-18T18:46:03,2024-04-18T19:36:16
389,107,END,example_customer_4,2024-04-18T18:46:02,2024-04-18T18:46:03,2024-04-18T19:36:16
390,107,END,example_customer_4,2024-04-18T18:46:02,2024-04-18T18:46:03,2024-04-18T19:36:16
391,108,END,example_customer_3,2024-04-18T18:46:00,2024-04-18T18:46:02,2024-04-18T19:07:17
392,108,END,example_customer_3,2024-04-18T18:46:00,2024-04-18T18:46:02,2024-04-18T19:07:17
393,108,END,example_customer_2,2024-04-18T18:46:00,2024-04-18T18:46:02,2024-04-18T19:07:17
394,108,END,example_customer_2,2024-04-18T18:46:00,2024-04-18T18:46:02,2024-04-18T19:07:17
399,109,END,example_customer_2,2024-04-18T18:43:53,2024-04-18T18:44:07,2024-04-18T18:44:31
402,106,CANCEL,,2024-04-18T18:42:04,1900-01-00T00:00:00,2024-04-18T18:44:18
403,110,END,example_customer_2,2024-04-18T18:41:47,2024-04-18T18:43:48,2024-04-18T18:44:41
404,106,CANCEL,,2024-04-18T18:41:39,1900-01-00T00:00:00,2024-04-18T18:41:55
405,106,CANCEL,,2024-04-18T18:40:32,1900-01-00T00:00:00,2024-04-18T18:41:01
406,111,END,example_customer_3,2024-04-18T18:40:08,2024-04-18T18:41:27,2024-04-18T18:48:43
407,111,END,example_customer_2,2024-04-18T18:40:08,2024-04-18T18:41:27,2024-04-18T18:48:43
408,111,END,example_customer_3,2024-04-18T18:40:08,2024-04-18T18:41:27,2024-04-18T18:48:43
409,111,END,example_customer_2,2024-04-18T18:40:08,2024-04-18T18:41:27,2024-04-18T18:48:43
410,106,CANCEL,,2024-04-18T18:38:13,1900-01-00T00:00:00,2024-04-18T18:40:28
411,112,END,example_customer_4,2024-04-18T18:36:41,2024-04-18T18:38:21,2024-04-18T18:45:03
412,20,END,example_customer_1,2024-04-18T18:35:41,2024-04-18T18:36:07,2024-04-18T18:37:09
413,1,END,example_customer_1,2024-04-18T18:35:26,2024-04-18T18:35:39,2024-04-18T20:00:23
414,113,END,example_customer_4,2024-04-18T18:33:43,2024-04-18T18:33:52,2024-04-18T18:43:42
415,89,END,example_customer_4,2024-04-18T18:33:08,2024-04-18T18:33:10,2024-04-18T18:43:17
418,44,END,example_customer_1,2024-04-18T18:32:12,2024-04-18T18:32:36,2024-04-18T19:09:40
419,44,END,example_customer_1,2024-04-18T18:32:12,2024-04-18T18:32:36,2024-04-18T19:09:40
420,114,END,example_customer_2,2024-04-18T18:31:55,2024-04-18T18:32:58,2024-04-18T18:35:14
421,115,END,example_customer_3,2024-04-18T18:31:13,2024-04-18T18:32:38,2024-04-18T18:50:37
422,44,CANCEL,,2024-04-18T18:30:30,1900-01-00T00:00:00,2024-04-18T18:32:01
423,45,END,example_customer_2,2024-04-18T18:30:17,2024-04-18T18:30:24,2024-04-18T18:32:10
424,116,END,example_customer_4,2024-04-18T18:29:48,2024-04-18T18:29:56,2024-04-18T18:32:56
425,117,END,example_customer_3,2024-04-18T18:27:22,2024-04-18T18:27:32,2024-04-18T18:33:30
426,117,END,example_customer_3,2024-04-18T18:27:22,2024-04-18T18:27:32,2024-04-18T18:33:30
427,117,END,example_customer_2,2024-04-18T18:27:22,2024-04-18T18:27:32,2024-04-18T18:33:30
428,117,END,example_customer_2,2024-04-18T18:27:22,2024-04-18T18:27:32,2024-04-18T18:33:30
429,118,END,example_customer_2,2024-04-18T18:27:00,2024-04-18T18:27:06,2024-04-18T18:28:43
430,3,END,example_customer_1,2024-04-18T18:23:27,2024-04-18T18:23:29,2024-04-18T20:06:30
431,116,END,example_customer_4,2024-04-18T18:21:07,2024-04-18T18:21:24,2024-04-18T18:23:13
432,118,CANCEL,,2024-04-18T18:19:11,1900-01-00T00:00:00,2024-04-18T18:20:24
433,119,END,example_customer_2,2024-04-18T18:17:54,2024-04-18T18:18:40,2024-04-18T18:20:10
434,120,END,example_customer_3,2024-04-18T18:17:49,2024-04-18T18:18:09,2024-04-18T18:22:32
435,7,END,example_customer_1,2024-04-18T18:15:04,2024-04-18T18:15:20,2024-04-18T18:59:28
436,121,END,example_customer_3,2024-04-18T18:14:43,2024-04-18T18:14:56,2024-04-18T18:24:05
437,121,END,example_customer_3,2024-04-18T18:14:43,2024-04-18T18:14:56,2024-04-18T18:24:05
438,121,END,example_customer_2,2024-04-18T18:14:43,2024-04-18T18:14:56,2024-04-18T18:24:05
439,121,END,example_customer_2,2024-04-18T18:14:43,2024-04-18T18:14:56,2024-04-18T18:24:05
440,122,END,example_customer_3,2024-04-18T18:11:22,2024-04-18T18:11:26,2024-04-18T18:18:06
441,122,END,example_customer_3,2024-04-18T18:11:22,2024-04-18T18:11:26,2024-04-18T18:18:06
442,123,END,example_customer_3,2024-04-18T18:11:09,2024-04-18T18:11:21,2024-04-18T18:31:54
443,123,END,example_customer_3,2024-04-18T18:11:09,2024-04-18T18:11:21,2024-04-18T18:31:54
444,123,END,example_customer_2,2024-04-18T18:11:09,2024-04-18T18:11:21,2024-04-18T18:31:54
445,123,END,example_customer_2,2024-04-18T18:11:09,2024-04-18T18:11:21,2024-04-18T18:31:54
446,124,END,example_customer_3,2024-04-18T18:08:31,2024-04-18T18:08:37,2024-04-18T18:32:34
447,107,END,example_customer_4,2024-04-18T18:07:06,2024-04-18T18:07:08,2024-04-18T18:37:10
448,125,END,example_customer_4,2024-04-18T18:07:04,2024-04-18T18:08:26,2024-04-18T18:53:45
449,107,END,example_customer_4,2024-04-18T18:04:58,2024-04-18T18:05:09,2024-04-18T18:06:35
450,60,END,example_customer_2,2024-04-18T18:04:36,2024-04-18T18:08:08,2024-04-18T18:09:48
451,126,CANCEL,,2024-04-18T18:04:18,1900-01-00T00:00:00,2024-04-18T18:04:55
456,127,CANCEL,,2024-04-18T18:03:28,1900-01-00T00:00:00,2024-04-18T18:06:56
457,128,CANCEL,,2024-04-18T18:02:39,1900-01-00T00:00:00,2024-04-18T18:03:54
458,129,CANCEL,,2024-04-18T18:00:54,1900-01-00T00:00:00,2024-04-18T18:03:06
459,130,END,example_customer_3,2024-04-18T17:59:16,2024-04-18T18:00:22,2024-04-18T18:07:59
460,130,END,example_customer_3,2024-04-18T17:59:16,2024-04-18T18:00:22,2024-04-18T18:07:59
461,130,END,example_customer_2,2024-04-18T17:59:16,2024-04-18T18:00:22,2024-04-18T18:07:59
